"Account Name","Logo URL","Website","Product Name","Related To","Purchase History Name","Install Date","Status","Usage End Date","Purchase Date","Purchase History Purchase History"
"GlobalLogic Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/globallogic-inc.svg","http://www.globallogic.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","GlobalLogic Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Ribbon Communications Operating Company, Inc.","","http://","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Ribbon Communications Operating Company, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"OSADL eG","","http://www.osadl.org","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OSADL eG - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"SUSE LLC","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/suse-llc.svg","http://www.suse.cm","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SUSE LLC - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/25/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Oasis Labs","","www.oasislabs.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Oasis Labs - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","10/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"ControlPlane","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/controlplane.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ControlPlane - The Linux Foundation - Silver Membership - 2020","2/1/2020","Active","12/31/2020","1/29/2020","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Electronics and Telecommunications Research Institute (ETRI)","www.etri.re.kr","http://etri.re.kr","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ETRI (Elec Tele Research Inst) - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Syncsort Inc.","","http://","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Syncsort Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Tuxera Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/tuxera-inc.svg","http://tuxera.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Tuxera Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Guangzhishu (Beijing) Technology Co., Ltd.","","http://points.org/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Guangzhishu (Beijing) Technology Co., Ltd. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","9/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Hangzhou Eastcom Software Technology Co., Ltd","","www.eastcom-sw.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Hangzhou Eastcom Software Technology Co., Ltd - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Silicon Valley Bank","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/silicon-valley-bank.svg","http://ww.svb.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Silicon Valley Bank - The Linux Foundation - Silver Membership - 2020","2/1/2020","Active","12/31/2020","1/30/2020","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Anjuna Security, Inc.","","https://www.anjuna.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Anjuna Security, Inc. - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","11/5/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Airbnb","","https://www.airbnb.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Airbnb - The Linux Foundation - Silver Membership - 2019","12/1/2019","Active","11/30/2020","11/25/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"SecureKey Technologies, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/securekey-technologies-inc.svg","http://www.securekey.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SecureKey Technologies, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation  Silver Membership Total Employee Size 1 - 99"
"HealthVerity, Inc.","","www.healthverity.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","HealthVerity, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Witekio Holding","","http://www.witekio.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Witekio Holding - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Daynix Computing LTD","","http://www.daynix.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Daynix Computing LTD - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Kernkonzept GmbH","","www.kernkonzept.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kernkonzept GmbH - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Fairwinds Ops, Inc","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/fairwinds-ops-inc.svg","www.reactiveops.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Fairwinds Ops, Inc - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Hangzhou Langhe Technology Co. Ltd.","","http://hr.163.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Hangzhou Langhe Technology Co. Ltd. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Western Digital Corporation","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/western-digital-corporation.svg","http://www.wdc.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Western Digital Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Sine Nomine Associates","","http://www.sinenomine.net","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Sine Nomine Associates - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"LG Electronics","","http://www.lge.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","LG Electronics - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"CTO.ai","https://cto.ai","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","CTO.ai - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","1/17/2020","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Benchmark Corporation","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/benchmark-corporation.svg","http://www.benchmarkcorp.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Benchmark Corporation - The Linux Foundation - Silver Membership - 2019","10/1/2019","Active","9/30/2020","10/7/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"credativ International GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/credativ-international-gmbh.svg","http://www.credativ.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","credativ International GmbH - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"HAProxy Technologies","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/haproxy-technologies.svg","www.haproxy.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","HAProxy Technologies - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"D2iQ","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/mesosphere-inc.svg","https://d2iq.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","D2iQ - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/27/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Lumina Networks","","www.luminanetworks.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Lumina Networks - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","Linux Foundation Silver Membership Annual Dues"
"Deutsche Borse AG","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/deutsche-borse-ag.svg","http://www.deutsche-borse.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Deutsche Borse AG - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Sugon Cloud Computing Group Co., Ltd.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/sugon-cloud-computing-group-co-ltd.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Dawning Cloud Computing Group Co., Ltd. - The Linux Foundation - Silver Membership - 2019","10/1/2019","Active","9/30/2020","9/26/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Shenzhen Wise2C Technology Co.,Ltd","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Shenzhen Wise2C Technology Co.,Ltd - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"CloudBees, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cloudbees-inc.svg","http://www.cloudbees.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","CloudBees, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"PANTHEON.tech","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/pantheon-technologies.svg","https://pantheon.tech","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Pantheon Technologies - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","10/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"MediConCen Limited","","https://www.mediconcen.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","MediConCen Limited - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Scalyr","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/scalyr.svg","www.scalyr.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Scalyr - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership"
"Jetstack","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/jetstack.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Jetstack - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","Linux Foundation Silver Membership Annual Dues"
"ForgeRock US, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/forgerock-us-inc.svg","http://www.forgerock.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ForgeRock US, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Sony Corporation","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/sony-corporation.svg","http://","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Sony Corporation - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Elastisys AB","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/elastisys-ab.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Elastisys AB - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Aspen Mesh","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/aspen-mesh.svg","https://aspenmesh.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Aspen Mesh - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
